seed,month,temperature_like_value,split
42,91,28.326747097062057,validation
42,92,25.76237398863954,validation
42,93,18.807536287347233,validation
42,94,14.306805424082699,validation
42,95,10.619216178397021,validation
42,96,8.043782062241458,validation
42,97,11.545090294633065,blind_test
42,98,15.213266326615825,blind_test
42,99,19.956136147970934,blind_test
42,100,24.71849543994983,blind_test
42,101,27.011809147383875,blind_test
42,102,29.59522561268157,blind_test
42,103,28.398996618012287,blind_test
42,104,24.23726727693407,blind_test
42,105,20.056457146000774,blind_test
42,106,15.78486102817747,blind_test
42,107,13.953169043608284,blind_test
42,108,10.609493375398207,blind_test
42,109,12.098806431022892,blind_test
42,110,15.410664901080617,blind_test
42,111,18.24747454164113,blind_test
42,112,25.568183349460885,blind_test
42,113,29.382530289773598,blind_test
42,114,33.65589053498234,blind_test
42,115,29.179420880107028,blind_test
42,116,26.16185681080035,blind_test
42,117,20.808345876353766,blind_test
42,118,14.497586354856587,blind_test
42,119,13.661133339573674,blind_test
42,120,11.902319639224128,blind_test
123,1,5.086989238194939,fit
123,2,11.296814535900303,fit
123,3,15.48957419766239,fit
123,4,18.39244634329829,fit
123,5,23.215933735482146,fit
123,6,27.28172384451658,fit
123,7,21.098238945772703,fit
123,8,19.88530484537259,fit
123,9,16.969123510446643,fit
123,10,9.459911517281878,fit
123,11,6.075082580209151,fit
123,12,5.48634923727573,fit
123,13,8.77941351350476,fit
123,14,9.933317603978415,fit
123,15,15.217221648424712,fit
123,16,20.278778469257773,fit
123,17,27.15737013711494,fit
123,18,28.524143306768543,fit
123,19,25.81511871529904,fit
123,20,21.46342367900983,fit
123,21,16.934842291075494,fit
123,22,12.888878433780965,fit
123,23,6.366745320072752,fit
123,24,7.610994853738524,fit
123,25,6.085089160856803,fit
123,26,10.534698197055908,fit
123,27,17.438526234960356,fit
123,28,19.685583159728825,fit
123,29,24.94217157361799,fit
123,30,25.46589412496838,fit
123,31,24.903510793207676,fit
123,32,18.241693073447145,fit
123,33,14.524160274588171,fit
123,34,10.86014731848251,fit
123,35,9.202700880265905,fit
123,36,6.591637180651741,fit
123,37,8.19316106123179,fit
123,38,12.72586725332271,fit
123,39,15.89455638838913,fit
123,40,22.340352788568765,fit
123,41,24.743814216165635,fit
123,42,25.026796607055275,fit
123,43,25.34117428533828,fit
123,44,22.88856703488607,fit
123,45,17.656306861199734,fit
123,46,12.28580340662543,fit
123,47,11.560584281280876,fit
123,48,7.895494592370535,fit
123,49,9.96422916928043,fit
123,50,15.185772006197572,fit
123,51,15.997097612206492,fit
123,52,21.353454147754075,fit
123,53,28.40270870799189,fit
123,54,26.742324717710723,fit
123,55,26.445873914208363,fit
123,56,24.08317916330922,fit
123,57,18.91884766955185,fit
123,58,15.005863418377345,fit
123,59,11.08451892659577,fit
123,60,9.283271203646883,fit
123,61,8.462495505058985,fit
123,62,14.053835201351825,fit
123,63,18.527126393408228,fit
123,64,21.608481448071405,fit
123,65,28.611012893616596,fit
123,66,29.26868384149428,fit
123,67,27.064842134601722,fit
123,68,23.12028952681871,fit
123,69,17.012038626359104,fit
123,70,13.739428888270377,fit
123,71,10.451872905490383,fit
123,72,7.602614018908064,fit
123,73,11.38439082107501,validation
123,74,12.383356344220322,validation
123,75,16.202279579949057,validation
123,76,25.04767250907119,validation
123,77,27.02621479212185,validation
123,78,28.748764497624382,validation
123,79,26.605233970454343,validation
123,80,22.072844687139124,validation
123,81,20.55628484966911,validation
123,82,13.273357219383778,validation
123,83,12.482888947933137,validation
123,84,10.168769823452873,validation
123,85,10.21203618609466,validation
123,86,12.996917118647723,validation
123,87,18.471045615935363,validation
123,88,22.944972242685747,validation
123,89,30.614790069350192,validation
123,90,29.69732947627579,validation
123,91,29.590500688900367,validation
123,92,23.0791775411878,validation
123,93,19.86724215551646,validation
123,94,16.113434326570314,validation
123,95,10.687733047835993,validation
123,96,11.03733735070609,validation
123,97,9.888264467748654,blind_test
123,98,13.263834146457656,blind_test
123,99,20.405280734493743,blind_test
123,100,24.544988278512946,blind_test
123,101,29.480719664970568,blind_test
123,102,27.726534482175463,blind_test
123,103,29.664971600409032,blind_test
123,104,28.317964712723192,blind_test
123,105,20.220448822282208,blind_test
123,106,15.340970554691834,blind_test
123,107,11.905205343722063,blind_test
123,108,8.165629147049856,blind_test
123,109,12.301121929783946,blind_test
123,110,13.57350830718086,blind_test
123,111,20.036784482251413,blind_test
123,112,27.091443459524427,blind_test
123,113,28.427993690524275,blind_test
123,114,31.30149878748088,blind_test
123,115,30.625540902592018,blind_test
123,116,26.134489027315215,blind_test
123,117,19.20486183588653,blind_test
123,118,15.501029669578328,blind_test
123,119,14.641039573021592,blind_test
123,120,8.569945084403034,blind_test
777,1,5.827895409453348,fit
777,2,9.112610175172355,fit
777,3,15.071543877413077,fit
777,4,19.34396569096263,fit
777,5,24.99787510263819,fit
777,6,26.219484077115006,fit
777,7,25.001518923629504,fit
777,8,18.81158065742305,fit
777,9,13.347066571246234,fit
777,10,11.702938882079218,fit
777,11,7.5435173080433024,fit
777,12,7.874193084075837,fit
777,13,6.066517016595676,fit
777,14,9.016284898476714,fit
777,15,14.991038993711623,fit
777,16,20.129351598656985,fit
777,17,23.03037637610067,fit
777,18,25.37259577463802,fit
777,19,25.70799874962824,fit
777,20,21.31804911632273,fit
777,21,14.389955818240171,fit
777,22,11.922614164794416,fit
777,23,8.037055059614465,fit
777,24,5.646350883854436,fit
777,25,7.7033863279711845,fit
777,26,9.448626072872978,fit
777,27,19.325243517895007,fit
777,28,21.948240111815508,fit
777,29,24.73360670393511,fit
777,30,26.525244856317546,fit
777,31,26.363205831387038,fit
777,32,21.670179476382838,fit
777,33,16.114761397114872,fit
777,34,12.083036567427243,fit
777,35,9.099148309300084,fit
777,36,4.960685607073193,fit
777,37,7.851844852068539,fit
777,38,13.993343251734986,fit
777,39,16.14091330867628,fit
777,40,22.706081475507606,fit
777,41,27.875490194212887,fit
777,42,29.567500312701632,fit
777,43,27.555752057295063,fit
777,44,22.03390596928402,fit
777,45,17.661446259265603,fit
777,46,11.426857821829149,fit
777,47,7.005010642327321,fit
777,48,5.9112665698182445,fit
777,49,8.257567361921035,fit
777,50,12.443209805560741,fit
777,51,18.459221232198875,fit
777,52,22.417496887923416,fit
777,53,25.984719229903668,fit
777,54,26.980192031735672,fit
777,55,23.977969087769765,fit
777,56,23.19641088555282,fit
777,57,17.453002798195982,fit
777,58,12.858069404282281,fit
777,59,9.637443608378016,fit
777,60,7.27247606179408,fit
777,61,9.067660829470963,fit
777,62,14.529773026736736,fit
777,63,18.339135973282584,fit
777,64,24.609789705323436,fit
777,65,28.495346063905778,fit
777,66,27.28235525511594,fit
777,67,27.905102914126296,fit
777,68,23.02605443812302,fit
777,69,17.18872153904137,fit
777,70,12.208203809289879,fit
777,71,10.430477545855737,fit
777,72,9.090488981500654,fit
777,73,8.274296140598713,validation
777,74,14.9209126532451,validation
777,75,18.65187511735914,validation
777,76,23.339297879528136,validation
777,77,27.224383828713982,validation
777,78,28.910546341029466,validation
777,79,28.234816097034045,validation
777,80,24.48444542636726,validation
777,81,18.567861389999184,validation
777,82,13.263305682400112,validation
777,83,11.264925235138387,validation
777,84,8.869360231865558,validation
777,85,10.134693613587427,validation
777,86,16.661642018852763,validation
777,87,19.592996330813996,validation
777,88,24.847236727694483,validation
777,89,29.28786921051465,validation
777,90,30.383754785595116,validation
777,91,29.90381500149439,validation
777,92,24.44817873057074,validation
777,93,20.313788810205978,validation
777,94,13.721356816454525,validation
777,95,11.736188984258904,validation
777,96,7.138646041159204,validation
777,97,10.102195341274662,blind_test
777,98,13.14545014164807,blind_test
777,99,19.13692214575218,blind_test
777,100,26.827364563406668,blind_test
777,101,28.438975417757128,blind_test
777,102,29.045643622559975,blind_test
777,103,27.644328297755596,blind_test
777,104,25.264997822232765,blind_test
777,105,20.323308891127432,blind_test
777,106,16.708578457183073,blind_test
777,107,13.06205545556747,blind_test
777,108,10.863061628061446,blind_test
777,109,12.430602464999753,blind_test
777,110,16.152312428473273,blind_test
777,111,20.22977363400262,blind_test
777,112,25.115919832310897,blind_test
777,113,29.03976863109606,blind_test
777,114,29.96200199465699,blind_test
777,115,31.118793277619012,blind_test
777,116,27.165211573457903,blind_test
777,117,20.063970497719964,blind_test
777,118,17.054607848000693,blind_test
777,119,13.065805757547272,blind_test
777,120,11.597008566815893,blind_test
2026,1,5.871683737781568,fit
2026,2,8.428551238605124,fit
2026,3,15.52388480100754,fit
2026,4,20.184118144102342,fit
2026,5,25.649903310882646,fit
2026,6,25.657783286202996,fit
2026,7,23.01437879775602,fit
2026,8,18.48460976972218,fit
2026,9,16.186125354190757,fit
2026,10,10.118883454863509,fit
2026,11,6.800949978848156,fit
2026,12,4.869642919841631,fit
2026,13,4.589898348757733,fit
2026,14,11.789888830883662,fit
2026,15,16.329575916197246,fit
2026,16,21.066254140986516,fit
2026,17,25.307089052921675,fit
2026,18,24.405031827970166,fit
2026,19,26.97290892382874,fit
2026,20,20.617621288139606,fit
2026,21,16.481721483254148,fit
2026,22,11.995405242467502,fit
2026,23,4.219915077843772,fit
2026,24,8.210454636006688,fit
2026,25,7.6572252033179335,fit
2026,26,9.260905451228012,fit
2026,27,15.91637148907508,fit
2026,28,24.675700020976105,fit
2026,29,24.823635224718064,fit
2026,30,24.7912499031223,fit
2026,31,25.012372274296656,fit
2026,32,22.06244685869525,fit
2026,33,15.90556098699365,fit
2026,34,10.976481048898254,fit
2026,35,9.507036596973986,fit
2026,36,7.800443692527274,fit
2026,37,8.182697624998934,fit
2026,38,11.817147365583518,fit
2026,39,17.125624631041823,fit
2026,40,21.47993739725211,fit
2026,41,25.698101303429222,fit
2026,42,27.263818841083637,fit
2026,43,27.582367172680613,fit
2026,44,20.800223568218495,fit
2026,45,18.37804287804189,fit
2026,46,14.307349900877036,fit
2026,47,7.661468757972209,fit
2026,48,7.623183131658653,fit
2026,49,9.091914284929336,fit
2026,50,12.305355295261442,fit
2026,51,16.976073480900315,fit
2026,52,21.400322415155188,fit
2026,53,23.655793092184254,fit
2026,54,28.388980716795032,fit
2026,55,22.4832246884354,fit
2026,56,23.411656218870945,fit
2026,57,18.947869557501196,fit
2026,58,11.660478030402302,fit
2026,59,9.96514945950544,fit
2026,60,8.858081308742522,fit
2026,61,10.24918918903392,fit
2026,62,12.566583916444522,fit
2026,63,18.570376125208895,fit
2026,64,23.442984147709268,fit
2026,65,25.941139957760573,fit
2026,66,27.668131996254157,fit
2026,67,27.789404512554416,fit
2026,68,22.751750662961122,fit
2026,69,18.99076895304129,fit
2026,70,13.613655415942533,fit
2026,71,9.608649010523425,fit
2026,72,8.737513284486637,fit
2026,73,10.399149936385058,validation
2026,74,13.786828925606153,validation
2026,75,18.969894039739717,validation
2026,76,24.630621136859318,validation
2026,77,27.313567240901378,validation
2026,78,29.158322537810875,validation
2026,79,27.383694823453087,validation
2026,80,24.49880190129535,validation
2026,81,18.915842945251992,validation
2026,82,14.967339140523949,validation
2026,83,11.830891814129739,validation
2026,84,7.536470785252076,validation
2026,85,12.277575692833377,validation
2026,86,15.73129189037149,validation
2026,87,18.424560222540716,validation
2026,88,27.284098617378323,validation
2026,89,28.399394707081527,validation
2026,90,30.137693449529433,validation
2026,91,30.262466110966994,validation
2026,92,23.853170123813058,validation
2026,93,18.32720678536819,validation
2026,94,14.313381322316829,validation
2026,95,11.305385834767735,validation
2026,96,10.278231551956864,validation
2026,97,12.041282376538208,blind_test
2026,98,16.945122321171617,blind_test
2026,99,19.023857568501878,blind_test
2026,100,23.549273839533598,blind_test
2026,101,29.094418064667355,blind_test
2026,102,30.073413352849435,blind_test
2026,103,28.72724820122036,blind_test
2026,104,23.56513503079202,blind_test
2026,105,21.060058890545946,blind_test
2026,106,16.088887623495125,blind_test
2026,107,11.35035984168658,blind_test
2026,108,13.663708151499419,blind_test
2026,109,10.368881741914615,blind_test
2026,110,16.728508889654734,blind_test
2026,111,19.858721835825285,blind_test
2026,112,24.574744801686897,blind_test
2026,113,27.907120209791284,blind_test
2026,114,31.94031873387018,blind_test
2026,115,28.683130353059074,blind_test
2026,116,25.22101542267407,blind_test
2026,117,20.367519308852106,blind_test
2026,118,16.41679213871633,blind_test
2026,119,13.706211710075413,blind_test
2026,120,11.431050065506593,blind_test
9999,1,5.771698694585641,fit
9999,2,10.810276060082051,fit
9999,3,15.207448081821944,fit
9999,4,19.61391437125242,fit
9999,5,23.48431062603546,fit
9999,6,24.829823983935377,fit
9999,7,26.247367314030445,fit
9999,8,18.754212298926237,fit
9999,9,18.12153043569489,fit
9999,10,10.358268424821754,fit
9999,11,7.033564010418125,fit
9999,12,5.81911866288823,fit
9999,13,6.200458851835715,fit
9999,14,8.724522035004652,fit
9999,15,14.38009911122592,fit
9999,16,19.073092731170817,fit
9999,17,25.40424481221123,fit
9999,18,23.81293583595228,fit
9999,19,24.211617412061837,fit
9999,20,20.113903847176662,fit
9999,21,15.769457087818202,fit
9999,22,11.39629737694263,fit
9999,23,10.876771622544052,fit
9999,24,5.037043399026764,fit
9999,25,6.070322948759945,fit
9999,26,13.721198882339037,fit
9999,27,17.680567042329656,fit
9999,28,21.299375565713923,fit
9999,29,23.671691740628336,fit
9999,30,30.01804620571473,fit
9999,31,26.269269630538993,fit
9999,32,19.46132201653964,fit
9999,33,17.22835644400406,fit
9999,34,14.023207409533043,fit
9999,35,8.099186632222809,fit
9999,36,6.813803480822868,fit
9999,37,7.567421535838828,fit
9999,38,12.22153035594032,fit
9999,39,16.531934737686974,fit
9999,40,21.987374886610386,fit
9999,41,27.411073758996306,fit
9999,42,28.60107321095315,fit
9999,43,24.89644648176554,fit
9999,44,23.175537323822898,fit
9999,45,18.576413421393152,fit
9999,46,10.081228815910007,fit
9999,47,10.266682321751503,fit
9999,48,7.373558274409731,fit
9999,49,11.276132796555553,fit
9999,50,12.544984246976336,fit
9999,51,16.800347071009213,fit
9999,52,22.510047362831827,fit
9999,53,25.801247758870513,fit
9999,54,27.824084201154744,fit
9999,55,26.701485004035582,fit
9999,56,24.365790964171108,fit
9999,57,18.515936085839694,fit
9999,58,11.43879037363131,fit
9999,59,8.457077988855144,fit
9999,60,7.084160157947203,fit
9999,61,9.199846424542294,fit
9999,62,13.023133864947948,fit
9999,63,20.25522914635535,fit
9999,64,25.755472640417242,fit
9999,65,26.238393526728036,fit
9999,66,27.32142794955461,fit
9999,67,26.588936155082116,fit
9999,68,22.356277427232175,fit
9999,69,18.41696134515164,fit
9999,70,12.967607336736329,fit
9999,71,7.841080197977195,fit
9999,72,9.994963419583556,fit
9999,73,8.712520985711729,validation
9999,74,12.016323078934898,validation
9999,75,18.778461691565393,validation
9999,76,23.78029505424847,validation
9999,77,27.41705604151763,validation
9999,78,27.896119382609754,validation
9999,79,25.896900240298987,validation
9999,80,23.80691427612609,validation
9999,81,17.464934542840457,validation
9999,82,11.343691543089164,validation
9999,83,12.092507426820458,validation
9999,84,9.268035931424954,validation
9999,85,11.182476434700483,validation
9999,86,15.157216827304406,validation
9999,87,17.128644698033316,validation
9999,88,23.63471575328679,validation
9999,89,26.33459883199693,validation
9999,90,29.28770076112731,validation
9999,91,27.911896763369953,validation
9999,92,24.599456649066028,validation
9999,93,18.676650871332715,validation
9999,94,14.522453189020348,validation
9999,95,13.300063063962227,validation
9999,96,10.281399474812227,validation
9999,97,11.853260668817379,blind_test
9999,98,12.033237036108083,blind_test
9999,99,20.216105412609704,blind_test
9999,100,26.10290175901779,blind_test
9999,101,26.784784268568735,blind_test
9999,102,31.611305754484793,blind_test
9999,103,28.54175429385062,blind_test
9999,104,25.277227474627107,blind_test
9999,105,20.692520645220302,blind_test
9999,106,16.098126474936134,blind_test
9999,107,11.22964794187942,blind_test
9999,108,10.315181996777468,blind_test
9999,109,11.109968170352468,blind_test
9999,110,13.793181612764398,blind_test
9999,111,19.413528035619308,blind_test
9999,112,28.007633477089044,blind_test
9999,113,29.41322269755614,blind_test
9999,114,33.489625054255654,blind_test
9999,115,26.77474435849005,blind_test
9999,116,28.437104999255567,blind_test
9999,117,18.731523491111503,blind_test
9999,118,16.44253949198444,blind_test
9999,119,12.480514505665777,blind_test
9999,120,12.783839497107152,blind_test
